name,nitrogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,manganese,molybdenum,nickel,cobalt,sodium,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
grapes,187200.00,94500.00,153000.00,120000.00,94500.00,63000.00,1248.00,1530.00,1260.00,18000.00,12480.00,9270.00,260.00,848.23,100.53,440.64,5.24,640.00,6.00,6.50,1.40,1.90,26.00,57.00,320.00,flowering,fruit_vines
green bell peppers,306000.00,156000.00,367200.00,187200.00,90000.00,45450.00,2520.00,3708.00,2520.00,18540.00,9450.00,9180.00,463.50,753.98,177.19,556.05,4.72,1200.00,5.80,6.50,1.70,2.20,28.00,60.00,350.00,vegetative,fruitables
green bell peppers,104000.00,51500.00,123600.00,63000.00,31500.00,15150.00,824.00,1236.00,824.00,6240.00,3060.00,3030.00,151.50,1077.57,216.77,615.50,3.59,600.00,5.80,6.50,1.90,2.40,25.00,65.00,300.00,seedling,fruitables
green bell peppers,101000.00,50000.00,120000.00,60000.00,31500.00,15150.00,808.00,1260.00,840.00,6060.00,3120.00,3030.00,157.50,439.82,196.35,786.86,6.04,600.00,5.80,6.50,2.40,2.90,25.00,65.00,300.00,harvesting,fruitables
green bell peppers,525000.00,257500.00,618000.00,306000.00,157500.00,77250.00,4160.00,6060.00,4040.00,30000.00,15450.00,15150.00,630.00,901.64,56.55,363.70,5.58,1800.00,5.80,6.50,2.20,2.70,30.00,55.00,400.00,flowering,fruitables
green bush beans,305000.00,156550.00,367200.00,189000.00,92700.00,47250.00,2222.00,3570.00,2288.00,18720.00,8400.00,10000.00,400.00,772.83,269.39,930.24,3.52,1205.00,5.90,7.10,1.80,2.30,28.00,58.00,335.00,vegetative,fruitables
green bush beans,97850.00,52000.00,122400.00,60000.00,30600.00,16160.00,714.00,1000.00,612.00,5050.00,2060.00,3060.00,133.90,386.42,392.70,251.80,4.53,605.00,6.00,7.00,1.30,1.80,23.00,60.00,310.00,seedling,fruitables
green bush beans,105000.00,53560.00,119180.00,64480.00,31000.00,17510.00,840.00,1133.00,735.00,6120.00,3060.00,4040.00,153.00,263.89,162.73,874.29,5.87,610.00,5.90,7.10,1.30,1.80,25.00,59.00,315.00,harvesting,fruitables
green bush beans,530250.00,254800.00,605000.00,309750.00,161200.00,75000.00,4017.00,5974.00,3848.00,32640.00,14420.00,17850.00,575.70,329.87,289.03,905.76,5.76,1770.00,5.80,7.20,2.30,2.80,30.00,55.00,380.00,flowering,fruitables
green cherry tomatoes,309000.00,154500.00,378000.00,181800.00,91800.00,45450.00,2448.00,3708.00,2424.00,18000.00,9270.00,9180.00,463.50,659.73,177.19,856.80,7.43,1200.00,5.80,6.50,1.40,1.90,28.00,60.00,350.00,vegetative,fruitables
green cherry tomatoes,100000.00,51500.00,124800.00,61200.00,31500.00,15150.00,800.00,1200.00,824.00,6300.00,3000.00,3150.00,156.00,427.26,66.76,1003.68,6.54,600.00,5.80,6.50,1.60,2.10,25.00,65.00,300.00,seedling,fruitables
green cherry tomatoes,100000.00,50500.00,120000.00,62400.00,30600.00,15300.00,824.00,1236.00,808.00,6120.00,3030.00,3000.00,154.50,590.62,186.92,157.37,3.89,600.00,5.80,6.50,2.10,2.60,25.00,65.00,300.00,harvesting,fruitables
green cherry tomatoes,525000.00,250000.00,606000.00,303000.00,151500.00,75000.00,4080.00,6120.00,4120.00,30000.00,15000.00,15150.00,618.00,829.38,73.04,856.80,4.42,1800.00,5.80,6.50,1.40,1.90,30.00,55.00,400.00,flowering,fruitables
green chili,322350.00,157500.00,362590.00,180000.00,89760.00,47000.00,2369.00,3500.00,2392.00,18000.00,8320.00,10300.00,428.40,326.73,285.88,954.72,3.31,1215.00,5.70,6.70,1.30,1.80,28.00,58.00,340.00,vegetative,fruitables
green chili,94760.00,48000.00,121380.00,65100.00,30300.00,16800.00,714.00,1155.00,700.00,5250.00,3150.00,4200.00,145.60,596.90,45.24,178.35,5.75,595.00,5.80,6.60,1.90,2.40,25.00,60.00,305.00,seedling,fruitables
green chili,108150.00,52000.00,125000.00,66560.00,32960.00,18000.00,936.00,1260.00,840.00,6300.00,4080.00,5100.00,168.00,1011.59,221.48,926.75,7.96,610.00,5.70,6.90,2.40,2.90,26.00,59.00,310.00,harvesting,fruitables
green chili,520000.00,257500.00,611050.00,303850.00,164800.00,75000.00,4080.00,6060.00,4056.00,32640.00,15300.00,18360.00,618.00,691.15,153.94,685.44,8.78,1800.00,5.60,6.80,1.30,1.80,30.00,55.00,390.00,flowering,fruitables
green leaf lettuce,185400.00,75000.00,204000.00,104000.00,41200.00,20800.00,1000.00,2000.00,1050.00,12000.00,6180.00,6060.00,200.00,835.66,329.87,681.95,5.59,550.00,6.00,6.50,1.70,2.20,22.00,65.00,300.00,vegetative,leafy_greens
green leaf lettuce,60000.00,26000.00,72100.00,30900.00,15000.00,8320.00,306.00,612.00,300.00,2625.00,1575.00,1515.00,72.10,329.87,61.26,1272.96,3.94,450.00,6.00,6.50,1.80,2.30,20.00,70.00,250.00,seedling,leafy_greens
green leaf lettuce,61200.00,25000.00,71400.00,30600.00,15150.00,8080.00,312.00,624.00,306.00,2625.00,1530.00,1575.00,70.70,810.53,176.71,709.92,5.85,450.00,6.00,6.50,2.30,2.80,20.00,70.00,250.00,harvesting,leafy_greens
green leaf lettuce,250000.00,104000.00,257500.00,150000.00,61200.00,30900.00,1545.00,3150.00,1560.00,15750.00,8000.00,8320.00,300.00,867.08,235.62,587.52,5.91,700.00,6.00,6.50,2.20,2.70,24.00,60.00,350.00,flowering,leafy_greens
ground cherries,301990.00,145000.00,365040.00,178880.00,83000.00,43680.00,1900.00,3090.00,1995.00,15300.00,6000.00,8240.00,395.20,471.24,175.93,475.61,4.33,1180.00,5.20,6.60,1.30,1.80,25.00,53.00,325.00,vegetative,fruitables
ground cherries,89000.00,48300.00,113000.00,56650.00,28280.00,14280.00,500.00,840.00,412.00,4160.00,2100.00,3120.00,100.00,769.69,251.33,786.86,7.08,590.00,5.30,6.50,1.70,2.20,20.00,56.00,295.00,seedling,fruitables
ground cherries,98800.00,48000.00,117160.00,60600.00,30450.00,15600.00,612.00,945.00,510.00,5250.00,3000.00,4200.00,124.80,358.14,163.36,514.08,4.67,595.00,5.10,6.60,2.20,2.70,22.00,57.00,305.00,harvesting,fruitables
ground cherries,518960.00,242050.00,613880.00,307650.00,152510.00,71000.00,3774.00,5610.00,3675.00,30000.00,13520.00,16640.00,550.00,666.02,197.92,461.62,4.53,1745.00,5.10,6.70,1.30,1.80,28.00,50.00,370.00,flowering,fruitables
habanero,312000.00,154500.00,370800.00,185400.00,92700.00,45000.00,2520.00,3708.00,2400.00,18180.00,9180.00,9360.00,472.50,490.09,33.93,545.56,4.34,1200.00,5.80,6.50,1.70,2.20,28.00,60.00,350.00,vegetative,fruitables
habanero,102000.00,50000.00,120000.00,62400.00,30600.00,15450.00,840.00,1212.00,840.00,6060.00,3030.00,3090.00,151.50,471.24,337.20,612.00,6.87,600.00,5.80,6.50,1.80,2.30,25.00,65.00,300.00,seedling,fruitables
habanero,103000.00,50000.00,126000.00,61200.00,30300.00,15450.00,800.00,1260.00,840.00,6240.00,3000.00,3150.00,151.50,329.87,175.93,671.45,3.68,600.00,5.80,6.50,2.30,2.80,25.00,65.00,300.00,harvesting,fruitables
habanero,510000.00,257500.00,600000.00,315000.00,154500.00,78750.00,4080.00,6120.00,4080.00,31500.00,15750.00,15300.00,618.00,791.68,329.87,377.69,8.53,1800.00,5.80,6.50,2.20,2.70,30.00,55.00,400.00,flowering,fruitables
hibiscus,70700.00,52500.00,61800.00,52000.00,40800.00,41200.00,1030.00,1200.00,1050.00,10000.00,8400.00,8400.00,154.50,549.78,219.91,447.64,4.23,560.00,6.00,6.50,1.70,2.20,25.00,61.00,280.00,vegetative,edible_flowers
hibiscus,36050.00,26000.00,31500.00,26250.00,21000.00,20600.00,520.00,612.00,515.00,5150.00,4000.00,4120.00,90.90,439.82,136.66,646.97,6.69,460.00,6.00,6.50,1.70,2.20,23.00,66.00,230.00,seedling,edible_flowers
hibiscus,36400.00,26000.00,30300.00,26250.00,20200.00,20200.00,505.00,600.00,515.00,5250.00,4120.00,4160.00,90.00,141.37,87.96,220.32,7.01,460.00,6.00,6.50,2.20,2.70,23.00,66.00,230.00,harvesting,edible_flowers
hibiscus,107100.00,78750.00,91800.00,78000.00,61800.00,61800.00,1500.00,1854.00,1560.00,15600.00,12000.00,12360.00,257.50,414.69,146.61,660.96,5.20,660.00,6.00,6.50,2.20,2.70,27.00,56.00,330.00,flowering,edible_flowers
honeydew melon,320250.00,155000.00,367200.00,187200.00,90900.00,45450.00,2244.00,3675.00,2200.00,18540.00,8400.00,10000.00,400.00,395.84,508.94,699.43,4.43,1205.00,5.90,7.10,1.90,2.40,28.00,58.00,335.00,vegetative,fruitables
honeydew melon,381100.00,224400.00,441000.00,252000.00,141400.00,77250.00,5050.00,6060.00,5000.00,52000.00,35000.00,38480.00,1020.00,376.99,91.11,367.20,8.16,1260.00,4.30,6.40,2.40,2.90,39.00,72.00,410.00,vegetative,fruitables
honeydew melon,95000.00,51000.00,120000.00,61800.00,30000.00,16640.00,700.00,1040.00,624.00,5150.00,2080.00,3090.00,130.00,414.69,106.03,416.16,5.91,605.00,6.00,7.00,1.70,2.20,23.00,60.00,310.00,seedling,fruitables
honeydew melon,170000.00,100000.00,197600.00,110000.00,56100.00,41200.00,3060.00,3500.00,3060.00,25250.00,20000.00,23100.00,420.00,769.69,64.09,965.21,7.11,700.00,4.60,6.30,1.40,1.90,34.00,85.00,400.00,seedling,fruitables
honeydew melon,100000.00,52000.00,120360.00,62620.00,32550.00,17000.00,808.00,1100.00,735.00,6060.00,3030.00,4080.00,154.50,282.74,172.79,615.50,4.96,610.00,5.90,7.10,2.20,2.70,25.00,59.00,315.00,harvesting,fruitables
honeydew melon,175100.00,114400.00,191900.00,126000.00,63000.00,45900.00,3605.00,4160.00,3605.00,30900.00,25750.00,27000.00,459.00,282.74,101.79,440.64,7.88,710.00,4.50,6.10,1.40,1.90,36.00,90.00,410.00,harvesting,fruitables
honeydew melon,525200.00,247450.00,635250.00,300900.00,158100.00,75000.00,4017.00,6090.00,3885.00,33600.00,14560.00,17170.00,581.40,628.32,97.39,377.69,9.14,1770.00,5.80,7.20,1.20,1.70,30.00,55.00,380.00,flowering,fruitables
honeydew melon,576800.00,350200.00,648900.00,363600.00,220500.00,115500.00,7280.00,8240.00,7070.00,70000.00,52000.00,57750.00,1400.00,612.61,263.89,535.06,7.79,1910.00,4.00,6.60,1.20,1.70,42.00,65.00,490.00,flowering,fruitables
hops,123600.00,63000.00,104000.00,84000.00,60000.00,41200.00,832.00,1040.00,840.00,12480.00,8160.00,6240.00,150.00,527.79,75.40,713.42,4.68,540.00,6.00,6.50,1.30,1.80,24.00,62.00,270.00,vegetative,fruit_vines
hops,61200.00,30600.00,51500.00,40800.00,30600.00,20800.00,412.00,515.00,412.00,6300.00,4160.00,3060.00,81.60,615.75,221.48,577.03,7.71,440.00,6.00,6.50,1.70,2.20,22.00,67.00,220.00,seedling,fruit_vines
hops,61200.00,31500.00,50500.00,40400.00,31200.00,20000.00,416.00,515.00,420.00,6060.00,4080.00,3060.00,81.60,395.84,216.77,1003.68,5.66,440.00,6.00,6.50,2.20,2.70,22.00,67.00,220.00,harvesting,fruit_vines
hops,189000.00,90000.00,153000.00,122400.00,90900.00,61200.00,1260.00,1500.00,1236.00,18000.00,12480.00,9180.00,257.50,1187.52,109.96,636.48,5.13,640.00,6.00,6.50,1.30,1.80,26.00,57.00,320.00,flowering,fruit_vines
husk cherries,310800.00,144430.00,348000.00,170000.00,83430.00,41000.00,1890.00,3045.00,1890.00,14280.00,6240.00,8080.00,384.80,1011.59,157.08,416.16,4.79,1175.00,5.20,6.60,1.15,1.65,24.00,52.00,320.00,vegetative,fruitables
husk cherries,88580.00,43860.00,113300.00,54000.00,28080.00,13520.00,416.00,721.00,400.00,4160.00,2080.00,3060.00,94.50,298.45,257.61,514.08,6.84,585.00,5.30,6.50,1.80,2.30,19.00,55.00,290.00,seedling,fruitables
husk cherries,96600.00,49350.00,116280.00,59160.00,28840.00,14280.00,525.00,808.00,500.00,5150.00,3060.00,4200.00,115.50,395.84,62.83,643.48,5.30,595.00,5.20,6.60,2.30,2.80,21.00,56.00,300.00,harvesting,fruitables
husk cherries,505920.00,237660.00,604860.00,298700.00,152440.00,72450.00,3600.00,5508.00,3468.00,29290.00,13130.00,16320.00,567.00,1121.55,175.93,909.26,8.89,1740.00,5.10,6.70,1.15,1.65,27.00,49.00,365.00,flowering,fruitables
iceberg lettuce,154500.00,60600.00,150000.00,105000.00,30600.00,15450.00,515.00,1010.00,500.00,5000.00,2080.00,2080.00,105.00,235.62,169.65,734.40,8.55,500.00,6.00,6.50,1.40,1.90,22.00,65.00,250.00,Vegetative,leafy_greens 
iceberg lettuce,50000.00,20400.00,51500.00,20400.00,10400.00,5050.00,210.00,505.00,210.00,2100.00,1050.00,1040.00,52.50,282.74,75.40,335.73,7.35,400.00,6.00,6.50,1.60,2.10,20.00,70.00,200.00,seedling,leafy_greens
iceberg lettuce,50500.00,21000.00,50500.00,20000.00,10000.00,5150.00,204.00,525.00,200.00,2060.00,1010.00,1030.00,50.00,999.03,230.91,514.08,5.28,400.00,6.00,6.50,2.10,2.60,20.00,70.00,200.00,harvesting,leafy_greens
iceberg lettuce,202000.00,80800.00,206000.00,157500.00,40000.00,20800.00,1010.00,2040.00,1020.00,10500.00,5250.00,5200.00,200.00,238.76,508.94,419.66,8.98,600.00,6.00,6.50,1.40,1.90,24.00,60.00,300.00,flowering,leafy_greens
indigo,81600.00,40800.00,60600.00,50500.00,42000.00,30600.00,624.00,840.00,600.00,8000.00,6000.00,4160.00,145.60,263.89,129.85,440.64,6.60,550.00,6.00,6.50,1.00,1.50,23.00,60.00,260.00,vegetative,multipurpose
indigo,40400.00,20600.00,30900.00,25000.00,20000.00,15600.00,315.00,412.00,315.00,4000.00,3060.00,2100.00,73.50,282.74,40.21,514.08,8.49,450.00,6.00,6.50,1.90,2.40,21.00,65.00,210.00,seedling,multipurpose
indigo,41600.00,20400.00,30600.00,25250.00,20600.00,15300.00,306.00,420.00,309.00,4080.00,3150.00,2040.00,70.00,640.88,261.80,517.58,7.03,450.00,6.00,6.50,2.40,2.90,21.00,65.00,210.00,harvesting,multipurpose
indigo,123600.00,60000.00,92700.00,75000.00,63000.00,45900.00,909.00,1212.00,927.00,12000.00,9180.00,6180.00,214.20,1017.88,207.35,304.25,5.06,650.00,6.00,6.50,1.00,1.50,25.00,55.00,310.00,flowering,multipurpose
jalapeno,306000.00,150000.00,367200.00,187200.00,94500.00,45000.00,2448.00,3708.00,2496.00,18900.00,9360.00,9270.00,463.50,615.75,241.90,167.86,7.32,1200.00,5.80,6.50,1.30,1.80,28.00,60.00,350.00,vegetative,fruitables
jalapeno,102000.00,50000.00,126000.00,60600.00,30600.00,15450.00,840.00,1248.00,832.00,6060.00,3120.00,3060.00,151.50,490.09,245.04,472.12,3.75,600.00,5.80,6.50,1.50,2.00,25.00,65.00,300.00,seedling,fruitables
jalapeno,102000.00,50500.00,122400.00,60600.00,30600.00,15450.00,824.00,1224.00,808.00,6000.00,3060.00,3030.00,157.50,483.81,198.97,314.74,6.73,600.00,5.80,6.50,2.00,2.50,25.00,65.00,300.00,harvesting,fruitables
jalapeno,515000.00,250000.00,606000.00,300000.00,157500.00,76500.00,4160.00,6060.00,4160.00,30000.00,15300.00,15150.00,600.00,367.57,222.01,377.69,3.69,1800.00,5.80,6.50,1.30,1.80,30.00,55.00,400.00,flowering,fruitables
japanese eggplant,308040.00,155400.00,358550.00,180250.00,88580.00,45760.00,2163.00,3264.00,2184.00,17340.00,7070.00,9000.00,393.90,329.87,120.64,391.68,6.12,1190.00,5.40,6.60,1.60,2.10,27.00,56.00,330.00,vegetative,fruitables
japanese eggplant,88000.00,47250.00,118450.00,57750.00,28560.00,15000.00,630.00,945.00,606.00,5100.00,3150.00,4000.00,133.90,534.07,414.69,629.49,4.69,590.00,5.50,6.50,1.80,2.30,22.00,60.00,300.00,seedling,fruitables
japanese eggplant,105040.00,51500.00,126000.00,60000.00,32320.00,18900.00,800.00,1000.00,714.00,7140.00,3090.00,4080.00,157.50,596.90,28.27,909.26,8.25,605.00,5.40,6.60,2.30,2.80,24.00,58.00,310.00,harvesting,fruitables
japanese eggplant,518160.00,249600.00,612000.00,301600.00,162750.00,73440.00,3876.00,5871.00,3744.00,32550.00,14700.00,17510.00,588.00,706.86,138.23,493.10,5.80,1755.00,5.30,6.70,1.60,2.10,29.00,52.00,375.00,flowering,fruitables
jerusalem artichokes,307040.00,153470.00,373800.00,185850.00,90640.00,48300.00,2300.00,3502.00,2415.00,19190.00,9180.00,11330.00,428.40,395.84,81.68,909.26,6.82,1205.00,5.20,6.60,1.40,1.90,28.00,56.00,340.00,vegetative,root_vegetable
jerusalem artichokes,94000.00,51510.00,118000.00,62220.00,30900.00,16640.00,707.00,1020.00,630.00,6120.00,4120.00,5150.00,135.20,879.65,47.12,304.25,7.18,600.00,5.30,6.50,2.10,2.60,23.00,58.00,310.00,seedling,root_vegetable
jerusalem artichokes,101000.00,52520.00,122000.00,66560.00,32000.00,18180.00,927.00,1260.00,700.00,8240.00,5150.00,6000.00,166.40,477.52,259.18,587.52,7.67,610.00,5.20,6.60,2.60,3.10,26.00,61.00,330.00,harvesting,root_vegetable
jerusalem artichokes,519120.00,252000.00,601000.00,311850.00,155000.00,78000.00,4223.00,6060.00,3939.00,34680.00,17170.00,20200.00,606.00,263.89,259.18,475.61,3.60,1770.00,5.10,6.70,1.40,1.90,31.00,53.00,395.00,flowering,root_vegetable
king oyster mushrooms,51500.00,31200.00,42000.00,31200.00,20200.00,20600.00,515.00,700.00,515.00,5250.00,3150.00,3060.00,120.00,678.58,416.26,612.00,7.00,520.00,6.00,6.50,1.30,1.80,23.00,63.00,260.00,vegetative,mushrooms
king oyster mushrooms,25000.00,15000.00,20600.00,15150.00,10400.00,10400.00,303.00,412.00,315.00,3120.00,2000.00,2020.00,71.40,659.73,416.26,538.56,3.33,420.00,6.00,6.50,1.90,2.40,21.00,68.00,210.00,seedling,mushrooms
king oyster mushrooms,25500.00,15300.00,20000.00,15450.00,10500.00,10200.00,300.00,416.00,306.00,3090.00,2020.00,2000.00,71.40,188.50,177.19,587.52,3.73,420.00,6.00,6.50,2.40,2.90,21.00,68.00,210.00,harvesting,mushrooms
king oyster mushrooms,78000.00,45450.00,63000.00,45450.00,30000.00,30900.00,808.00,1020.00,824.00,8080.00,4040.00,4080.00,187.20,816.81,147.65,199.34,8.02,620.00,6.00,6.50,1.30,1.80,25.00,58.00,310.00,flowering,mushrooms
kirby cucumbers,296000.00,150150.00,361920.00,178500.00,84240.00,41820.00,1872.00,2929.00,1800.00,14000.00,6060.00,8160.00,377.40,329.87,168.86,489.60,3.35,1175.00,5.20,6.60,1.60,2.10,24.00,52.00,320.00,vegetative,fruitables
kirby cucumbers,87720.00,44290.00,111100.00,56160.00,28350.00,13000.00,400.00,728.00,416.00,4080.00,2040.00,3060.00,93.60,179.07,153.94,629.49,4.98,585.00,5.30,6.50,1.80,2.30,19.00,55.00,290.00,seedling,fruitables
kirby cucumbers,93840.00,49350.00,119700.00,58000.00,28560.00,14560.00,515.00,832.00,505.00,5200.00,3060.00,4160.00,113.30,1121.55,201.06,1052.64,7.13,595.00,5.20,6.60,2.30,2.80,21.00,56.00,300.00,harvesting,fruitables
kirby cucumbers,520800.00,239990.00,610790.00,292900.00,149480.00,71070.00,3672.00,5670.00,3502.00,30160.00,13650.00,16640.00,567.00,490.09,236.40,188.85,8.14,1740.00,5.10,6.70,1.60,2.10,27.00,49.00,365.00,flowering,fruitables
kiwi,147000.00,80000.00,122400.00,103000.00,71400.00,51000.00,1030.00,1212.00,1020.00,14560.00,10000.00,8160.00,210.00,1036.73,109.33,1091.11,4.89,570.00,6.00,6.50,1.70,2.20,26.00,60.00,290.00,vegetative,fruit_vines
kiwi,73500.00,42000.00,61200.00,51500.00,35350.00,25750.00,515.00,612.00,505.00,7350.00,5150.00,4200.00,91.80,452.39,263.89,650.47,3.86,470.00,6.00,6.50,2.10,2.60,24.00,65.00,240.00,seedling,fruit_vines
kiwi,73500.00,41600.00,62400.00,51500.00,35700.00,26000.00,510.00,624.00,510.00,7210.00,5050.00,4080.00,93.60,640.88,94.25,832.32,3.69,470.00,6.00,6.50,2.60,3.10,24.00,65.00,240.00,harvesting,fruit_vines
kiwi,216300.00,120000.00,185400.00,157500.00,106050.00,78750.00,1500.00,1836.00,1575.00,21630.00,15150.00,12600.00,300.00,351.86,58.90,1126.08,4.82,670.00,6.00,6.50,2.20,2.70,28.00,55.00,340.00,flowering,fruit_vines
kohlrabi,297950.00,142000.00,346000.00,170690.00,82400.00,40400.00,1717.00,2912.00,1751.00,13260.00,5000.00,7280.00,360.00,367.57,47.12,860.30,3.90,1170.00,5.20,6.60,1.70,2.20,23.00,51.00,315.00,vegetative,cruciferous_vegetables
kohlrabi,87550.00,44100.00,110090.00,54060.00,26520.00,12240.00,312.00,630.00,312.00,3000.00,1000.00,2000.00,82.40,653.45,113.10,1272.96,7.64,580.00,5.30,6.50,1.70,2.20,18.00,54.00,285.00,seedling,cruciferous_vegetables
kohlrabi,95550.00,45000.00,113000.00,58580.00,27270.00,13390.00,416.00,735.00,416.00,4080.00,2000.00,3060.00,100.00,848.23,92.15,419.66,8.35,590.00,5.20,6.60,2.20,2.70,20.00,55.00,305.00,harvesting,cruciferous_vegetables
kohlrabi,499950.00,241280.00,602820.00,294780.00,151410.00,70720.00,3605.00,5512.00,3333.00,28000.00,12240.00,15450.00,540.60,395.84,91.89,321.74,4.97,1735.00,5.10,6.70,2.20,2.70,26.00,48.00,360.00,flowering,cruciferous_vegetables
lacinato kale,210000.00,135200.00,239200.00,120000.00,56650.00,28560.00,1751.00,3232.00,1700.00,16000.00,8755.00,8755.00,353.50,414.69,150.80,377.69,6.63,620.00,6.00,6.50,1.80,2.30,22.00,65.00,370.00,vegetative,leafy_greens
lacinato kale,75000.00,47250.00,88400.00,41200.00,22440.00,12000.00,612.00,918.00,612.00,3605.00,2020.00,2040.00,104.00,785.40,72.88,220.32,7.67,520.00,6.00,6.50,1.30,1.80,20.00,70.00,320.00,seedling,leafy_greens
lacinato kale,75750.00,45000.00,88400.00,40800.00,22660.00,12480.00,600.00,918.00,600.00,3570.00,2000.00,2040.00,101.00,329.87,49.48,615.50,7.32,520.00,6.00,6.50,1.30,1.80,20.00,70.00,320.00,harvesting,leafy_greens
lacinato kale,300000.00,170000.00,312000.00,189000.00,78000.00,41200.00,2200.00,4500.00,2222.00,21210.00,11550.00,11550.00,468.00,678.58,373.85,587.52,5.22,770.00,6.00,6.50,2.30,2.80,24.00,60.00,420.00,flowering,leafy_greens
lady's finger,302940.00,146880.00,352490.00,176130.00,83640.00,41410.00,1836.00,2987.00,1836.00,14560.00,6060.00,8320.00,377.40,1033.58,202.63,860.30,6.23,1175.00,5.20,6.60,1.90,2.40,24.00,52.00,320.00,vegetative,fruitables
lady's finger,87000.00,46200.00,112110.00,56700.00,27000.00,13650.00,412.00,721.00,416.00,4080.00,2060.00,3030.00,94.50,989.60,113.10,832.32,3.51,585.00,5.30,6.50,1.40,1.90,19.00,55.00,290.00,seedling,fruitables
lady's finger,93930.00,49350.00,118450.00,61950.00,28000.00,14700.00,500.00,808.00,505.00,5150.00,3090.00,4200.00,115.50,603.19,64.09,1175.04,8.36,595.00,5.20,6.60,1.40,1.90,21.00,56.00,300.00,harvesting,fruitables
lady's finger,501970.00,243360.00,623700.00,293910.00,154960.00,72800.00,3600.00,5670.00,3434.00,30160.00,13130.00,16480.00,545.40,703.72,66.76,517.58,4.98,1740.00,5.10,6.70,2.40,2.90,27.00,49.00,365.00,flowering,fruitables
lavender,104000.00,50000.00,83200.00,60000.00,52000.00,40800.00,808.00,1000.00,808.00,10300.00,8240.00,6120.00,144.20,653.45,197.92,856.80,6.28,550.00,6.00,6.50,1.70,2.20,23.00,60.00,260.00,vegetative,multipurpose
lavender,51000.00,26250.00,40400.00,30900.00,26000.00,20800.00,400.00,510.00,404.00,5000.00,4120.00,3150.00,71.40,1143.54,131.95,517.58,5.42,450.00,6.00,6.50,1.20,1.70,21.00,65.00,210.00,seedling,multipurpose
lavender,52500.00,25250.00,42000.00,30900.00,26000.00,20800.00,416.00,525.00,404.00,5000.00,4160.00,3000.00,70.00,769.69,153.94,419.66,4.28,450.00,6.00,6.50,1.20,1.70,21.00,65.00,210.00,harvesting,multipurpose
lavender,157500.00,76500.00,126000.00,90000.00,77250.00,63000.00,1200.00,1500.00,1236.00,15150.00,12240.00,9270.00,210.00,518.36,197.92,758.88,8.11,650.00,6.00,6.50,2.20,2.70,25.00,55.00,310.00,flowering,multipurpose
lavender cotton,113300.00,55000.00,90900.00,77250.00,65280.00,45760.00,900.00,1133.00,936.00,11440.00,9090.00,7350.00,151.50,659.73,62.83,283.27,5.70,555.00,6.00,6.50,1.40,1.90,23.00,61.00,262.50,vegetative,multipurpose
lavender cotton,55000.00,29120.00,46800.00,38760.00,32000.00,22880.00,463.50,572.00,472.50,5555.00,4635.00,3500.00,84.00,753.98,214.68,199.34,6.81,455.00,6.00,6.50,1.70,2.20,21.50,66.50,212.50,seedling,multipurpose
lavender cotton,57200.00,28560.00,45900.00,39520.00,33600.00,22220.00,472.50,550.00,472.50,5555.00,4545.00,3500.00,81.60,961.33,133.52,1077.12,9.02,455.00,6.00,6.50,2.20,2.70,21.50,66.50,212.50,harvesting,multipurpose
lavender cotton,169950.00,83325.00,135000.00,118125.00,99840.00,66000.00,1390.50,1732.50,1404.00,16500.00,14175.00,10815.00,226.60,483.81,59.69,961.72,7.31,655.00,6.00,6.50,1.40,1.90,24.50,56.50,312.50,flowering,multipurpose
lemon balm,104000.00,52500.00,82400.00,72100.00,63000.00,41200.00,800.00,1000.00,832.00,10200.00,8240.00,6000.00,144.20,901.64,433.54,1028.16,4.08,550.00,6.00,6.50,1.70,2.20,23.00,61.00,260.00,vegetative,multipurpose
lemon balm,51000.00,25750.00,40000.00,35350.00,31200.00,21000.00,420.00,520.00,412.00,5200.00,4120.00,3030.00,72.80,150.80,147.65,926.75,4.09,450.00,6.00,6.50,1.90,2.40,21.00,66.00,210.00,seedling,multipurpose
lemon balm,51500.00,25500.00,41200.00,35350.00,30900.00,21000.00,400.00,515.00,408.00,5100.00,4200.00,3090.00,72.10,549.78,120.64,671.45,4.92,450.00,6.00,6.50,2.40,2.90,21.00,66.00,210.00,harvesting,multipurpose
lemon balm,150000.00,75000.00,126000.00,105000.00,92700.00,61200.00,1224.00,1530.00,1200.00,15300.00,12240.00,9450.00,216.30,314.16,70.69,713.42,4.14,650.00,6.00,6.50,2.20,2.70,25.00,56.00,310.00,flowering,multipurpose
lemon basil,210000.00,126000.00,220000.00,110000.00,51000.00,26250.00,1545.00,3060.00,1500.00,15450.00,8240.00,8400.00,300.00,254.47,337.72,559.54,5.25,600.00,6.00,6.50,1.70,2.20,22.00,65.00,350.00,vegetative,herbs
lemon basil,70000.00,42000.00,80800.00,36050.00,21000.00,10300.00,505.00,800.00,520.00,3150.00,2080.00,2100.00,81.60,188.50,212.06,629.49,4.92,500.00,6.00,6.50,1.70,2.20,20.00,70.00,300.00,seedling,herbs
lemon basil,70000.00,40000.00,84000.00,36050.00,20000.00,10300.00,525.00,840.00,505.00,3120.00,2100.00,2000.00,81.60,1077.57,204.20,545.56,8.09,500.00,6.00,6.50,2.20,2.70,20.00,70.00,300.00,harvesting,herbs
