name,nirtogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,maganese,molybdenum ,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
king oyster mushrooms,25.00,15.00,20.00,15.00,10.00,10.00,0.30,0.40,0.30,3.00,2.00,2.00,0.07,5.00,420.00,6.00,6.50,2.4,2.9,21.00,68.00,210.00,harvesting,mushrooms
king oyster mushrooms,50.00,30.00,40.00,30.00,20.00,20.00,0.50,0.70,0.50,5.00,3.00,3.00,0.12,6.00,520.00,6.00,6.50,1.3,1.8,23.00,63.00,260.00,vegetative,mushrooms
king oyster mushrooms,75.00,45.00,60.00,45.00,30.00,30.00,0.80,1.00,0.80,8.00,4.00,4.00,0.18,7.00,620.00,6.00,6.50,1.3,1.8,25.00,58.00,310.00,flowering,mushrooms
kirby cucumbers,86.00,43.00,110.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,1.8,2.3,19.00,55.00,290.00,seedling,fruitables
kirby cucumbers,92.00,47.00,114.00,58.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,2.3,2.8,21.00,56.00,300.00,harvesting,fruitables
kirby cucumbers,296.00,143.00,348.00,170.00,81.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.6,2.1,24.00,52.00,320.00,vegetative,fruitables
kirby cucumbers,496.00,233.00,593.00,290.00,148.00,69.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,1.6,2.1,27.00,49.00,365.00,flowering,fruitables
kiwi,70.00,40.00,60.00,50.00,35.00,25.00,0.50,0.60,0.50,7.00,5.00,4.00,0.09,5.00,470.00,6.00,6.50,2.1,2.6,24.00,65.00,240.00,seedling,fruit_vines
kiwi,70.00,40.00,60.00,50.00,35.00,25.00,0.50,0.60,0.50,7.00,5.00,4.00,0.09,5.00,470.00,6.00,6.50,2.6,3.1,24.00,65.00,240.00,harvesting,fruit_vines
kiwi,140.00,80.00,120.00,100.00,70.00,50.00,1.00,1.20,1.00,14.00,10.00,8.00,0.20,6.00,570.00,6.00,6.50,1.7,2.2,26.00,60.00,290.00,vegetative,fruit_vines
kiwi,210.00,120.00,180.00,150.00,105.00,75.00,1.50,1.80,1.50,21.00,15.00,12.00,0.30,7.00,670.00,6.00,6.50,2.2,2.7,28.00,55.00,340.00,flowering,fruit_vines
kohlrabi,85.00,42.00,109.00,53.00,26.00,12.00,0.30,0.60,0.30,3.00,1.00,2.00,0.08,6.00,580.00,5.30,6.50,1.7,2.2,18.00,54.00,285.00,seedling,cruciferous_vegetables
kohlrabi,91.00,45.00,113.00,58.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.20,6.60,2.2,2.7,20.00,55.00,305.00,harvesting,cruciferous_vegetables
kohlrabi,295.00,142.00,346.00,169.00,80.00,40.00,1.70,2.80,1.70,13.00,5.00,7.00,0.36,5.00,1170.00,5.20,6.60,1.7,2.2,23.00,51.00,315.00,vegetative,cruciferous_vegetables
kohlrabi,495.00,232.00,591.00,289.00,147.00,68.00,3.50,5.30,3.30,28.00,12.00,15.00,0.53,6.00,1735.00,5.10,6.70,2.2,2.7,26.00,48.00,360.00,flowering,cruciferous_vegetables
lacinato kale,75.00,45.00,85.00,40.00,22.00,12.00,0.60,0.90,0.60,3.50,2.00,2.00,0.10,6.00,520.00,6.00,6.50,1.3,1.8,20.00,70.00,320.00,seedling,leafy_greens
lacinato kale,75.00,45.00,85.00,40.00,22.00,12.00,0.60,0.90,0.60,3.50,2.00,2.00,0.10,6.00,520.00,6.00,6.50,1.3,1.8,20.00,70.00,320.00,harvesting,leafy_greens
lacinato kale,210.00,130.00,230.00,120.00,55.00,28.00,1.70,3.20,1.70,16.00,8.50,8.50,0.35,6.00,620.00,6.00,6.50,1.8,2.3,22.00,65.00,370.00,vegetative,leafy_greens
lacinato kale,300.00,170.00,300.00,180.00,75.00,40.00,2.20,4.50,2.20,21.00,11.00,11.00,0.45,6.00,770.00,6.00,6.50,2.3,2.8,24.00,60.00,420.00,flowering,leafy_greens
lady's finger,87.00,44.00,111.00,54.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.09,6.00,585.00,5.30,6.50,1.4,1.9,19.00,55.00,290.00,seedling,fruitables
lady's finger,93.00,47.00,115.00,59.00,28.00,14.00,0.50,0.80,0.50,5.00,3.00,4.00,0.11,6.00,595.00,5.20,6.60,1.4,1.9,21.00,56.00,300.00,harvesting,fruitables
lady's finger,297.00,144.00,349.00,171.00,82.00,41.00,1.80,2.90,1.80,14.00,6.00,8.00,0.37,5.00,1175.00,5.20,6.60,1.9,2.4,24.00,52.00,320.00,vegetative,fruitables
lady's finger,497.00,234.00,594.00,291.00,149.00,70.00,3.60,5.40,3.40,29.00,13.00,16.00,0.54,6.00,1740.00,5.10,6.70,2.4,2.9,27.00,49.00,365.00,flowering,fruitables
lavender,50.00,25.00,40.00,30.00,25.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,1.2,1.7,21.00,65.00,210.00,seedling,multipurpose
lavender,50.00,25.00,40.00,30.00,25.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,1.2,1.7,21.00,65.00,210.00,harvesting,multipurpose
lavender,100.00,50.00,80.00,60.00,50.00,40.00,0.80,1.00,0.80,10.00,8.00,6.00,0.14,6.00,550.00,6.00,6.50,1.7,2.2,23.00,60.00,260.00,vegetative,multipurpose
lavender,150.00,75.00,120.00,90.00,75.00,60.00,1.20,1.50,1.20,15.00,12.00,9.00,0.21,7.00,650.00,6.00,6.50,2.2,2.7,25.00,55.00,310.00,flowering,multipurpose
lavender cotton,55.00,28.00,45.00,38.00,32.00,22.00,0.45,0.55,0.45,5.50,4.50,3.50,0.08,5.50,455.00,6.00,6.50,1.7,2.2,21.50,66.50,212.50,seedling,multipurpose
lavender cotton,55.00,28.00,45.00,38.00,32.00,22.00,0.45,0.55,0.45,5.50,4.50,3.50,0.08,5.50,455.00,6.00,6.50,2.2,2.7,21.50,66.50,212.50,harvesting,multipurpose
lavender cotton,110.00,55.00,90.00,75.00,64.00,44.00,0.90,1.10,0.90,11.00,9.00,7.00,0.15,6.00,555.00,6.00,6.50,1.4,1.9,23.00,61.00,262.50,vegetative,multipurpose
lavender cotton,165.00,82.50,135.00,112.50,96.00,66.00,1.35,1.65,1.35,16.50,13.50,10.50,0.22,6.50,655.00,6.00,6.50,1.4,1.9,24.50,56.50,312.50,flowering,multipurpose
lemon balm,50.00,25.00,40.00,35.00,30.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,1.9,2.4,21.00,66.00,210.00,seedling,multipurpose
lemon balm,50.00,25.00,40.00,35.00,30.00,20.00,0.40,0.50,0.40,5.00,4.00,3.00,0.07,5.00,450.00,6.00,6.50,2.4,2.9,21.00,66.00,210.00,harvesting,multipurpose
lemon balm,100.00,50.00,80.00,70.00,60.00,40.00,0.80,1.00,0.80,10.00,8.00,6.00,0.14,6.00,550.00,6.00,6.50,1.7,2.2,23.00,61.00,260.00,vegetative,multipurpose
lemon balm,150.00,75.00,120.00,105.00,90.00,60.00,1.20,1.50,1.20,15.00,12.00,9.00,0.21,7.00,650.00,6.00,6.50,2.2,2.7,25.00,56.00,310.00,flowering,multipurpose
lemon basil,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.7,2.2,20.00,70.00,300.00,seedling,herbs
lemon basil,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,2.2,2.7,20.00,70.00,300.00,harvesting,herbs
lemon basil,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.7,2.2,22.00,65.00,350.00,vegetative,herbs
lemon basil,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,2.2,2.7,24.00,60.00,400.00,flowering,herbs
lemon thyme,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.7,2.2,20.00,70.00,300.00,seedling,herbs
lemon thyme,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,2.2,2.7,20.00,70.00,300.00,harvesting,herbs
lemon thyme,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.3,1.8,22.00,65.00,350.00,vegetative,herbs
lemon thyme,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.3,1.8,24.00,60.00,400.00,flowering,herbs
lemongrass,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.8,2.3,20.00,70.00,300.00,seedling,herbs
lemongrass,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,2.3,2.8,20.00,70.00,300.00,harvesting,herbs
lemongrass,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.7,2.2,22.00,65.00,350.00,vegetative,herbs
lemongrass,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,2.2,2.7,24.00,60.00,400.00,flowering,herbs
lemongrass,60.00,30.00,50.00,40.00,30.00,25.00,0.50,0.60,0.50,6.00,5.00,3.00,0.08,5.00,460.00,6.00,6.50,1.4,1.9,22.00,67.00,220.00,seedling,multipurpose
lemongrass,60.00,30.00,50.00,40.00,30.00,25.00,0.50,0.60,0.50,6.00,5.00,3.00,0.08,5.00,460.00,6.00,6.50,1.4,1.9,22.00,67.00,220.00,harvesting,multipurpose
lemongrass,120.00,60.00,100.00,80.00,60.00,50.00,1.00,1.20,1.00,12.00,10.00,6.00,0.15,6.00,560.00,6.00,6.50,1.9,2.4,24.00,62.00,270.00,vegetative,multipurpose
lemongrass,180.00,90.00,150.00,120.00,90.00,75.00,1.50,1.80,1.50,18.00,15.00,9.00,0.23,7.00,660.00,6.00,6.50,2.4,2.9,26.00,57.00,320.00,flowering,multipurpose
lion's mane mushrooms,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.7,2.2,23.00,66.00,230.00,seedling,mushrooms
lion's mane mushrooms,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,2.2,2.7,23.00,66.00,230.00,harvesting,mushrooms
lion's mane mushrooms,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.7,2.2,25.00,61.00,280.00,vegetative,mushrooms
lion's mane mushrooms,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,2.2,2.7,27.00,56.00,330.00,flowering,mushrooms
lollo rosso lettuce,80.00,38.00,85.00,40.00,25.00,15.00,0.70,1.00,0.70,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.2,1.7,20.00,70.00,340.00,seedling,leafy_greens
lollo rosso lettuce,80.00,38.00,85.00,40.00,25.00,15.00,0.70,1.00,0.70,4.00,2.50,2.50,0.12,6.00,540.00,6.00,6.50,1.2,1.7,20.00,70.00,340.00,harvesting,leafy_greens
lollo rosso lettuce,220.00,120.00,240.00,130.00,60.00,30.00,1.80,3.50,1.80,17.00,9.00,9.00,0.40,6.00,640.00,6.00,6.50,1.7,2.2,22.00,65.00,390.00,vegetative,leafy_greens
lollo rosso lettuce,320.00,160.00,320.00,190.00,80.00,45.00,2.50,5.00,2.50,22.00,12.00,12.00,0.50,6.00,820.00,6.00,6.50,2.2,2.7,24.00,60.00,440.00,flowering,leafy_greens
lovage,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.4,1.9,20.00,70.00,300.00,seedling,herbs
lovage,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.4,1.9,20.00,70.00,300.00,harvesting,herbs
lovage,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.9,2.4,22.00,65.00,350.00,vegetative,herbs
lovage,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,2.4,2.9,24.00,60.00,400.00,flowering,herbs
luffa gourd,160.00,90.00,180.00,100.00,50.00,35.00,2.50,3.00,2.50,20.00,15.00,17.00,0.35,7.00,690.00,4.80,6.20,1.8,2.3,32.00,80.00,390.00,seedling,curcurbits
luffa gourd,160.00,100.00,180.00,110.00,55.00,40.00,3.00,3.50,3.00,25.00,20.00,22.00,0.40,7.00,700.00,4.60,6.30,2.3,2.8,34.00,85.00,400.00,harvesting,curcurbits
luffa gourd,360.00,210.00,410.00,230.00,130.00,70.00,4.50,5.50,4.50,45.00,30.00,32.00,0.90,7.00,1250.00,4.50,6.50,1.4,1.9,37.00,67.00,410.00,vegetative,curcurbits
luffa gourd,550.00,330.00,620.00,350.00,200.00,105.00,6.50,7.50,6.50,65.00,45.00,50.00,1.30,7.00,1900.00,4.00,6.90,1.4,1.9,40.00,62.00,480.00,flowering,curcurbits
maca,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.9,2.4,23.00,66.00,230.00,seedling,exotic_plants
maca,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,2.4,2.9,23.00,66.00,230.00,harvesting,exotic_plants
maca,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.7,2.2,25.00,61.00,280.00,vegetative,exotic_plants
maca,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,2.2,2.7,27.00,56.00,330.00,flowering,exotic_plants
mache,60.00,30.00,70.00,25.00,15.00,8.00,0.40,0.60,0.40,2.50,1.50,1.50,0.08,6.00,480.00,6.00,6.50,1.7,2.2,20.00,70.00,280.00,seedling,leafy_greens
mache,60.00,30.00,70.00,25.00,15.00,8.00,0.40,0.60,0.40,2.50,1.50,1.50,0.08,6.00,480.00,6.00,6.50,2.2,2.7,20.00,70.00,280.00,harvesting,leafy_greens
mache,180.00,80.00,200.00,100.00,40.00,20.00,1.30,2.50,1.30,14.00,7.00,7.00,0.25,6.00,580.00,6.00,6.50,1.4,1.9,21.00,65.00,330.00,vegetative,leafy_greens
mache,250.00,110.00,250.00,150.00,60.00,30.00,1.80,3.50,1.80,18.00,9.00,9.00,0.35,6.00,720.00,6.00,6.50,1.4,1.9,23.00,60.00,380.00,flowering,leafy_greens
maitake mushrooms (hen of the woods),40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,1.9,2.4,24.00,65.00,240.00,seedling,mushrooms
maitake mushrooms (hen of the woods),40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,2.4,2.9,24.00,65.00,240.00,harvesting,mushrooms
maitake mushrooms (hen of the woods),80.00,60.00,70.00,60.00,50.00,50.00,1.20,1.40,1.20,12.00,10.00,10.00,0.20,6.00,570.00,6.00,6.50,1.7,2.2,26.00,60.00,290.00,vegetative,mushrooms
maitake mushrooms (hen of the woods),120.00,90.00,105.00,90.00,75.00,75.00,1.80,2.10,1.80,18.00,15.00,15.00,0.30,7.00,670.00,6.00,6.50,2.2,2.7,28.00,55.00,340.00,flowering,mushrooms
malabar spinach,88.00,45.00,112.00,55.00,28.00,14.00,0.50,0.80,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.30,6.50,1.7,2.2,20.00,56.00,295.00,seedling,leafy_greens
malabar spinach,94.00,48.00,116.00,60.00,29.00,15.00,0.60,0.90,0.50,5.00,3.00,4.00,0.12,6.00,595.00,5.20,6.60,2.2,2.7,22.00,57.00,305.00,harvesting,leafy_greens
malabar spinach,298.00,145.00,350.00,172.00,83.00,42.00,1.90,3.00,1.90,15.00,6.00,8.00,0.38,5.00,1180.00,5.20,6.60,1.3,1.8,25.00,53.00,325.00,vegetative,leafy_greens
malabar spinach,498.00,235.00,595.00,292.00,150.00,70.00,3.70,5.50,3.50,30.00,13.00,16.00,0.55,6.00,1745.00,5.10,6.70,1.3,1.8,28.00,50.00,370.00,flowering,leafy_greens
marigolds,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,1.8,2.3,23.00,66.00,230.00,seedling,edible_flowers
marigolds,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,2.3,2.8,23.00,66.00,230.00,harvesting,edible_flowers
marigolds,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1.8,2.3,25.00,61.00,280.00,vegetative,edible_flowers
marigolds,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,2.3,2.8,27.00,56.00,330.00,flowering,edible_flowers
marjoram,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1,1.5,20.00,70.00,300.00,seedling,herbs
marjoram,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1,1.5,20.00,70.00,300.00,harvesting,herbs
marjoram,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1,1.5,22.00,65.00,350.00,vegetative,herbs
marjoram,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1,1.5,24.00,60.00,400.00,flowering,herbs
mini cucumbers,130.00,60.00,150.00,70.00,35.00,20.00,1.00,1.50,1.00,8.00,5.00,6.00,0.20,7.00,630.00,5.50,6.00,0.8,1.2,25.00,65.00,320.00,seedling,curcurbits
mini cucumbers,130.00,70.00,150.00,80.00,40.00,25.00,1.50,2.00,1.50,12.00,7.00,8.00,0.25,7.00,670.00,5.30,6.20,0.9,1.4,28.00,70.00,350.00,harvesting,curcurbits
mini cucumbers,330.00,180.00,380.00,210.00,110.00,60.00,3.00,4.00,3.00,30.00,20.00,22.00,0.60,7.00,1220.00,5.00,6.50,1,1.6,32.00,60.00,380.00,vegetative,curcurbits
mini cucumbers,520.00,300.00,580.00,320.00,170.00,90.00,5.00,6.00,5.00,50.00,30.00,35.00,1.00,7.00,1870.00,4.50,6.80,1.2,1.8,35.00,55.00,450.00,flowering,curcurbits
mini watermelon,95.00,50.00,120.00,60.00,30.00,16.00,0.70,1.00,0.60,5.00,2.00,3.00,0.13,6.00,605.00,6.00,7.00,0.7,1.1,23.00,60.00,310.00,seedling,fruitables
mini watermelon,100.00,52.00,118.00,62.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,610.00,5.90,7.10,0.8,1.3,25.00,59.00,315.00,harvesting,fruitables
mini watermelon,305.00,155.00,360.00,180.00,90.00,45.00,2.20,3.50,2.20,18.00,8.00,10.00,0.40,5.00,1205.00,5.90,7.10,0.8,1.5,28.00,58.00,335.00,vegetative,fruitables
mini watermelon,505.00,245.00,605.00,295.00,155.00,75.00,3.90,5.80,3.70,32.00,14.00,17.00,0.57,6.00,1770.00,5.80,7.20,1.1,1.6,30.00,55.00,380.00,flowering,fruitables
mizuna,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,0.9,1.3,20.00,70.00,300.00,seedling,leafy_greens
mizuna,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1,1.4,20.00,70.00,300.00,harvesting,leafy_greens
mizuna,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1,1.6,22.00,65.00,350.00,vegetative,leafy_greens
mizuna,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.1,1.6,24.00,60.00,400.00,flowering,leafy_greens
muskmelon,95.00,50.00,120.00,60.00,30.00,16.00,0.70,1.00,0.60,5.00,2.00,3.00,0.13,6.00,605.00,6.00,7.00,0.7,1.1,23.00,60.00,310.00,seedling,fruitables
muskmelon,100.00,52.00,118.00,62.00,31.00,17.00,0.80,1.10,0.70,6.00,3.00,4.00,0.15,5.00,610.00,5.90,7.10,0.8,1.3,25.00,59.00,315.00,harvesting,fruitables
muskmelon,305.00,155.00,360.00,180.00,90.00,45.00,2.20,3.50,2.20,18.00,8.00,10.00,0.40,5.00,1205.00,5.90,7.10,0.8,1.5,28.00,58.00,335.00,vegetative,fruitables
muskmelon,505.00,245.00,605.00,295.00,155.00,75.00,3.90,5.80,3.70,32.00,14.00,17.00,0.57,6.00,1770.00,5.80,7.20,1.2,1.7,30.00,55.00,380.00,flowering,fruitables
mustard seeds,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,0.8,1.2,23.00,66.00,230.00,seedling,spices
mustard seeds,35.00,25.00,30.00,25.00,20.00,20.00,0.50,0.60,0.50,5.00,4.00,4.00,0.09,5.00,460.00,6.00,6.50,0.9,1.4,23.00,66.00,230.00,harvesting,spices
mustard seeds,70.00,50.00,60.00,50.00,40.00,40.00,1.00,1.20,1.00,10.00,8.00,8.00,0.15,6.00,560.00,6.00,6.50,1,1.6,25.00,61.00,280.00,vegetative,spices
mustard seeds,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,1.2,1.8,27.00,56.00,330.00,flowering,spices
nasturtiums flower,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,0.8,1.2,22.00,67.00,220.00,seedling,edible_flowers
nasturtiums flower,30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,0.9,1.4,22.00,67.00,220.00,harvesting,edible_flowers
nasturtiums flower,60.00,40.00,50.00,40.00,30.00,30.00,0.70,0.80,0.70,6.00,4.00,4.00,0.13,6.00,540.00,6.00,6.50,1,1.6,24.00,62.00,270.00,vegetative,edible_flowers
nasturtiums flower,90.00,60.00,75.00,60.00,45.00,45.00,1.00,1.20,1.00,9.00,6.00,6.00,0.20,7.00,640.00,6.00,6.50,1.2,1.8,26.00,57.00,320.00,flowering,edible_flowers
nigella (black cumin),30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,1.6,2.1,22.00,67.00,220.00,seedling,spices
nigella (black cumin),30.00,20.00,25.00,20.00,15.00,15.00,0.40,0.50,0.40,4.00,3.00,3.00,0.08,5.00,440.00,6.00,6.50,1.7,2.2,22.00,67.00,220.00,harvesting,spices
nigella (black cumin),60.00,40.00,50.00,40.00,30.00,30.00,0.70,0.80,0.70,6.00,4.00,4.00,0.13,6.00,540.00,6.00,6.50,1.7,2.2,24.00,62.00,270.00,vegetative,spices
nigella (black cumin),90.00,60.00,75.00,60.00,45.00,45.00,1.00,1.20,1.00,9.00,6.00,6.00,0.20,7.00,640.00,6.00,6.50,1.8,2.3,26.00,57.00,320.00,flowering,spices
okra,85.00,42.00,109.00,53.00,26.00,12.00,0.30,0.60,0.30,3.00,1.00,2.00,0.08,6.00,580.00,5.30,6.50,1,1.5,18.00,54.00,285.00,seedling,fruitables
okra,91.00,45.00,113.00,58.00,27.00,13.00,0.40,0.70,0.40,4.00,2.00,3.00,0.10,6.00,590.00,5.20,6.60,1,1.4,20.00,55.00,305.00,harvesting,fruitables
okra,295.00,142.00,346.00,169.00,80.00,40.00,1.70,2.80,1.70,13.00,5.00,7.00,0.36,5.00,1170.00,5.20,6.60,1.2,1.7,23.00,51.00,315.00,vegetative,fruitables
okra,495.00,232.00,591.00,289.00,147.00,68.00,3.50,5.30,3.30,28.00,12.00,15.00,0.53,6.00,1735.00,5.10,6.70,1.5,2,26.00,48.00,360.00,flowering,fruitables
oregano,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,0.7,1.1,20.00,70.00,300.00,seedling,herbs
oregano,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,0.8,1.3,20.00,70.00,300.00,harvesting,herbs
oregano,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,0.8,1.5,22.00,65.00,350.00,vegetative,herbs
oregano,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.2,1.7,24.00,60.00,400.00,flowering,herbs
pak choi,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.2,1.7,20.00,70.00,300.00,seedling,leafy_greens
pak choi,70.00,40.00,80.00,35.00,20.00,10.00,0.50,0.80,0.50,3.00,2.00,2.00,0.08,6.00,500.00,6.00,6.50,1.3,1.8,20.00,70.00,300.00,harvesting,leafy_greens
pak choi,200.00,120.00,220.00,110.00,50.00,25.00,1.50,3.00,1.50,15.00,8.00,8.00,0.30,6.00,600.00,6.00,6.50,1.5,2,22.00,65.00,350.00,vegetative,leafy_greens
pak choi,280.00,160.00,280.00,170.00,70.00,35.00,2.00,4.00,2.00,20.00,10.00,10.00,0.40,6.00,750.00,6.00,6.50,1.8,2.3,24.00,60.00,400.00,flowering,leafy_greens
pansies,40.00,30.00,35.00,30.00,25.00,25.00,0.60,0.70,0.60,6.00,5.00,5.00,0.10,5.00,470.00,6.00,6.50,0.9,1.3,24.00,65.00,240.00,seedling,edible_flowers
